REF_DATE,GEO,DGUID,Age.at.time.of.death,Sex,Leading.causes.of.death..ICD.10.,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2022,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Influenza and pneumonia [J09-J18],Number of deaths,Number,223,units,0,v41341096,1.1.1.28.2,5985,,NA,NA,0
2001,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Rank of leading causes of death,Number,223,units,0,v41341097,1.1.1.29.1,34,,NA,NA,0
2002,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Rank of leading causes of death,Number,223,units,0,v41341097,1.1.1.29.1,32,,NA,NA,0
2003,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Rank of leading causes of death,Number,223,units,0,v41341097,1.1.1.29.1,36,,NA,NA,0
2004,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Rank of leading causes of death,Number,223,units,0,v41341097,1.1.1.29.1,34,,NA,NA,0
2005,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Rank of leading causes of death,Number,223,units,0,v41341097,1.1.1.29.1,33,,NA,NA,0
2006,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Rank of leading causes of death,Number,223,units,0,v41341097,1.1.1.29.1,36,,NA,NA,0
2007,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Rank of leading causes of death,Number,223,units,0,v41341097,1.1.1.29.1,34,,NA,NA,0
2008,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Rank of leading causes of death,Number,223,units,0,v41341097,1.1.1.29.1,35,,NA,NA,0
2009,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Rank of leading causes of death,Number,223,units,0,v41341097,1.1.1.29.1,36,,NA,NA,0
2010,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Rank of leading causes of death,Number,223,units,0,v41341097,1.1.1.29.1,35,,NA,NA,0
2011,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Rank of leading causes of death,Number,223,units,0,v41341097,1.1.1.29.1,35,,NA,NA,0
2012,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Rank of leading causes of death,Number,223,units,0,v41341097,1.1.1.29.1,34,,NA,NA,0
2013,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Rank of leading causes of death,Number,223,units,0,v41341097,1.1.1.29.1,34,,NA,NA,0
2014,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Rank of leading causes of death,Number,223,units,0,v41341097,1.1.1.29.1,34,,NA,NA,0
2015,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Rank of leading causes of death,Number,223,units,0,v41341097,1.1.1.29.1,34,,NA,NA,0
2016,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Rank of leading causes of death,Number,223,units,0,v41341097,1.1.1.29.1,35,,NA,NA,0
2017,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Rank of leading causes of death,Number,223,units,0,v41341097,1.1.1.29.1,36,,NA,NA,0
2018,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Rank of leading causes of death,Number,223,units,0,v41341097,1.1.1.29.1,35,,NA,NA,0
2019,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Rank of leading causes of death,Number,223,units,0,v41341097,1.1.1.29.1,37,,NA,NA,0
2020,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Rank of leading causes of death,Number,223,units,0,v41341097,1.1.1.29.1,40,,NA,NA,0
2021,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Rank of leading causes of death,Number,223,units,0,v41341097,1.1.1.29.1,41,,NA,NA,0
2022,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Rank of leading causes of death,Number,223,units,0,v41341097,1.1.1.29.1,39,,NA,NA,0
2001,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Number of deaths,Number,223,units,0,v41341098,1.1.1.29.2,45,,NA,NA,0
2002,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Number of deaths,Number,223,units,0,v41341098,1.1.1.29.2,62,,NA,NA,0
2003,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Number of deaths,Number,223,units,0,v41341098,1.1.1.29.2,40,,NA,NA,0
2004,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Number of deaths,Number,223,units,0,v41341098,1.1.1.29.2,62,,NA,NA,0
2005,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Number of deaths,Number,223,units,0,v41341098,1.1.1.29.2,62,,NA,NA,0
2006,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Number of deaths,Number,223,units,0,v41341098,1.1.1.29.2,50,,NA,NA,0
2007,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Number of deaths,Number,223,units,0,v41341098,1.1.1.29.2,71,,NA,NA,0
2008,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Number of deaths,Number,223,units,0,v41341098,1.1.1.29.2,54,,NA,NA,0
2009,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Number of deaths,Number,223,units,0,v41341098,1.1.1.29.2,57,,NA,NA,0
2010,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Number of deaths,Number,223,units,0,v41341098,1.1.1.29.2,53,,NA,NA,0
2011,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Number of deaths,Number,223,units,0,v41341098,1.1.1.29.2,47,,NA,NA,0
2012,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Number of deaths,Number,223,units,0,v41341098,1.1.1.29.2,56,,NA,NA,0
2013,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Number of deaths,Number,223,units,0,v41341098,1.1.1.29.2,76,,NA,NA,0
2014,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Number of deaths,Number,223,units,0,v41341098,1.1.1.29.2,74,,NA,NA,0
2015,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Number of deaths,Number,223,units,0,v41341098,1.1.1.29.2,69,,NA,NA,0
2016,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Number of deaths,Number,223,units,0,v41341098,1.1.1.29.2,45,,NA,NA,0
2017,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Number of deaths,Number,223,units,0,v41341098,1.1.1.29.2,50,,NA,NA,0
2018,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Number of deaths,Number,223,units,0,v41341098,1.1.1.29.2,63,,NA,NA,0
2019,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Number of deaths,Number,223,units,0,v41341098,1.1.1.29.2,22,,NA,NA,0
2020,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Number of deaths,Number,223,units,0,v41341098,1.1.1.29.2,20,,NA,NA,0
2021,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Number of deaths,Number,223,units,0,v41341098,1.1.1.29.2,7,,NA,NA,0
2022,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Acute bronchitis and bronchiolitis [J20-J21],Number of deaths,Number,223,units,0,v41341098,1.1.1.29.2,20,,NA,NA,0
2001,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Rank of leading causes of death,Number,223,units,0,v41341099,1.1.1.30.1,4,,NA,NA,0
2002,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Rank of leading causes of death,Number,223,units,0,v41341099,1.1.1.30.1,4,,NA,NA,0
2003,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Rank of leading causes of death,Number,223,units,0,v41341099,1.1.1.30.1,4,,NA,NA,0
2004,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Rank of leading causes of death,Number,223,units,0,v41341099,1.1.1.30.1,4,,NA,NA,0
2005,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Rank of leading causes of death,Number,223,units,0,v41341099,1.1.1.30.1,4,,NA,NA,0
2006,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Rank of leading causes of death,Number,223,units,0,v41341099,1.1.1.30.1,4,,NA,NA,0
2007,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Rank of leading causes of death,Number,223,units,0,v41341099,1.1.1.30.1,4,,NA,NA,0
2008,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Rank of leading causes of death,Number,223,units,0,v41341099,1.1.1.30.1,4,,NA,NA,0
2009,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Rank of leading causes of death,Number,223,units,0,v41341099,1.1.1.30.1,4,,NA,NA,0
2010,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Rank of leading causes of death,Number,223,units,0,v41341099,1.1.1.30.1,5,,NA,NA,0
2011,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Rank of leading causes of death,Number,223,units,0,v41341099,1.1.1.30.1,4,,NA,NA,0
2012,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Rank of leading causes of death,Number,223,units,0,v41341099,1.1.1.30.1,5,,NA,NA,0
2013,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Rank of leading causes of death,Number,223,units,0,v41341099,1.1.1.30.1,4,,NA,NA,0
2014,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Rank of leading causes of death,Number,223,units,0,v41341099,1.1.1.30.1,4,,NA,NA,0
2015,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Rank of leading causes of death,Number,223,units,0,v41341099,1.1.1.30.1,4,,NA,NA,0
2016,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Rank of leading causes of death,Number,223,units,0,v41341099,1.1.1.30.1,5,,NA,NA,0
2017,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Rank of leading causes of death,Number,223,units,0,v41341099,1.1.1.30.1,5,,NA,NA,0
2018,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Rank of leading causes of death,Number,223,units,0,v41341099,1.1.1.30.1,5,,NA,NA,0
2019,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Rank of leading causes of death,Number,223,units,0,v41341099,1.1.1.30.1,5,,NA,NA,0
2020,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Rank of leading causes of death,Number,223,units,0,v41341099,1.1.1.30.1,6,,NA,NA,0
2021,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Rank of leading causes of death,Number,223,units,0,v41341099,1.1.1.30.1,6,,NA,NA,0
2022,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Rank of leading causes of death,Number,223,units,0,v41341099,1.1.1.30.1,6,,NA,NA,0
2001,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Number of deaths,Number,223,units,0,v41341100,1.1.1.30.2,9773,,NA,NA,0
2002,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Number of deaths,Number,223,units,0,v41341100,1.1.1.30.2,9877,,NA,NA,0
2003,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Number of deaths,Number,223,units,0,v41341100,1.1.1.30.2,10162,,NA,NA,0
2004,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Number of deaths,Number,223,units,0,v41341100,1.1.1.30.2,10041,,NA,NA,0
2005,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Number of deaths,Number,223,units,0,v41341100,1.1.1.30.2,10515,,NA,NA,0
2006,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Number of deaths,Number,223,units,0,v41341100,1.1.1.30.2,9786,,NA,NA,0
2007,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Number of deaths,Number,223,units,0,v41341100,1.1.1.30.2,10659,,NA,NA,0
2008,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Number of deaths,Number,223,units,0,v41341100,1.1.1.30.2,10923,,NA,NA,0
2009,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Number of deaths,Number,223,units,0,v41341100,1.1.1.30.2,10859,,NA,NA,0
2010,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Number of deaths,Number,223,units,0,v41341100,1.1.1.30.2,10757,,NA,NA,0
2011,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Chronic lower respiratory diseases [J40-J47],Number of deaths,Number,223,units,0,v41341100,1.1.1.30.2,11243,,NA,NA,0
