Year,Leading_Cause_Death,Ranking,Number_Death
2021,"Assault (homicide) [X85-Y09, Y87.1]",24,17
2022,"Assault (homicide) [X85-Y09, Y87.1]",34,1
2018,"Legal intervention [Y35, Y89.0]",37,0
2019,"Legal intervention [Y35, Y89.0]",33,2
2020,"Legal intervention [Y35, Y89.0]",39,0
2021,"Legal intervention [Y35, Y89.0]",39,0
2022,"Legal intervention [Y35, Y89.0]",39,0
2018,"Operations of war and their sequelae [Y36, Y89.1]",37,0
2019,"Operations of war and their sequelae [Y36, Y89.1]",41,0
2020,"Operations of war and their sequelae [Y36, Y89.1]",39,0
2021,"Operations of war and their sequelae [Y36, Y89.1]",39,0
2022,"Operations of war and their sequelae [Y36, Y89.1]",39,0
2018,"Complications of medical and surgical care [Y40-Y84, Y88]",27,6
2019,"Complications of medical and surgical care [Y40-Y84, Y88]",25,13
2020,"Complications of medical and surgical care [Y40-Y84, Y88]",26,10
2021,"Complications of medical and surgical care [Y40-Y84, Y88]",27,12
2022,"Complications of medical and surgical care [Y40-Y84, Y88]",23,22
2018,Other causes of death,NA,2017
2019,Other causes of death,NA,2156
2020,Other causes of death,NA,2194
2021,Other causes of death,NA,2285
2022,Other causes of death,NA,3186
2018,"Total, all causes of death [A00-Y89]",NA,25996
2019,"Total, all causes of death [A00-Y89]",NA,26142
2020,"Total, all causes of death [A00-Y89]",NA,29234
2021,"Total, all causes of death [A00-Y89]",NA,31263
2022,"Total, all causes of death [A00-Y89]",NA,32645
2018,Salmonella infections [A01-A02],41,0
2019,Salmonella infections [A01-A02],39,0
2020,Salmonella infections [A01-A02],40,1
2021,Salmonella infections [A01-A02],40,1
2022,Salmonella infections [A01-A02],40,1
2018,"Shigellosis and amoebiasis [A03, A06]",41,0
2019,"Shigellosis and amoebiasis [A03, A06]",39,0
2020,"Shigellosis and amoebiasis [A03, A06]",42,0
2021,"Shigellosis and amoebiasis [A03, A06]",43,0
2022,"Shigellosis and amoebiasis [A03, A06]",41,0
2018,Tuberculosis [A16-A19],35,5
2019,Tuberculosis [A16-A19],31,10
2020,Tuberculosis [A16-A19],31,14
2021,Tuberculosis [A16-A19],34,7
2022,Tuberculosis [A16-A19],36,6
2018,Whooping cough [A37],41,0
2019,Whooping cough [A37],39,0
2020,Whooping cough [A37],42,0
2021,Whooping cough [A37],43,0
2022,Whooping cough [A37],41,0
2018,"Scarlet fever and erysipelas [A38, A46]",41,0
2019,"Scarlet fever and erysipelas [A38, A46]",39,0
2020,"Scarlet fever and erysipelas [A38, A46]",42,0
2021,"Scarlet fever and erysipelas [A38, A46]",43,0
2022,"Scarlet fever and erysipelas [A38, A46]",41,0
2018,Meningococcal infection [A39],38,2
2019,Meningococcal infection [A39],39,0
2020,Meningococcal infection [A39],39,2
2021,Meningococcal infection [A39],40,1
2022,Meningococcal infection [A39],41,0
2018,Sepsis [A40-A41],15,165
2019,Sepsis [A40-A41],14,178
2020,Sepsis [A40-A41],15,199
2021,Sepsis [A40-A41],15,204
2022,Sepsis [A40-A41],16,200
2018,Syphilis [A50-A53],41,0
2019,Syphilis [A50-A53],39,0
2020,Syphilis [A50-A53],42,0
2021,Syphilis [A50-A53],43,0
2022,Syphilis [A50-A53],41,0
2018,Acute poliomyelitis [A80],41,0
2019,Acute poliomyelitis [A80],39,0
2020,Acute poliomyelitis [A80],42,0
2021,Acute poliomyelitis [A80],43,0
2022,Acute poliomyelitis [A80],41,0
2018,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",41,0
2019,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",39,0
2020,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",42,0
2021,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",43,0
2022,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",41,0
2018,Measles [B05],41,0
2019,Measles [B05],39,0
2020,Measles [B05],42,0
2021,Measles [B05],43,0
2022,Measles [B05],41,0
2018,Viral hepatitis [B15-B19],26,21
2019,Viral hepatitis [B15-B19],26,28
2020,Viral hepatitis [B15-B19],28,23
2021,Viral hepatitis [B15-B19],27,33
2022,Viral hepatitis [B15-B19],30,24
2018,Human immunodeficiency virus [HIV] disease [B20-B24],31,11
2019,Human immunodeficiency virus [HIV] disease [B20-B24],28,13
2020,Human immunodeficiency virus [HIV] disease [B20-B24],33,13
2021,Human immunodeficiency virus [HIV] disease [B20-B24],29,20
2022,Human immunodeficiency virus [HIV] disease [B20-B24],31,21
2018,Malaria [B50-B54],41,0
2019,Malaria [B50-B54],39,0
2020,Malaria [B50-B54],42,0
2021,Malaria [B50-B54],43,0
2022,Malaria [B50-B54],41,0
2018,Malignant neoplasms [C00-C97],1,6672
2019,Malignant neoplasms [C00-C97],1,6781
2020,Malignant neoplasms [C00-C97],1,7029
2021,Malignant neoplasms [C00-C97],1,7070
2022,Malignant neoplasms [C00-C97],1,7282
2018,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",17,154
2019,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",16,148
2020,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",16,189
2021,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",17,169
2022,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",18,165
2018,Anaemias [D50-D64],23,35
2019,Anaemias [D50-D64],23,34
2020,Anaemias [D50-D64],24,50
2021,Anaemias [D50-D64],23,51
2022,Anaemias [D50-D64],23,49
2018,Diabetes mellitus [E10-E14],7,582
2019,Diabetes mellitus [E10-E14],7,572
2020,Diabetes mellitus [E10-E14],7,765
2021,Diabetes mellitus [E10-E14],7,768
2022,Diabetes mellitus [E10-E14],7,737
2018,Nutritional deficiencies [E40-E64],28,17
2019,Nutritional deficiencies [E40-E64],30,11
2020,Nutritional deficiencies [E40-E64],30,15
2021,Nutritional deficiencies [E40-E64],31,12
2022,Nutritional deficiencies [E40-E64],27,29
2018,"Meningitis [G00, G03]",34,9
2019,"Meningitis [G00, G03]",33,7
2020,"Meningitis [G00, G03]",34,9
2021,"Meningitis [G00, G03]",34,7
2022,"Meningitis [G00, G03]",32,14
2018,Parkinson's disease [G20-G21],12,217
2019,Parkinson's disease [G20-G21],13,221
2020,Parkinson's disease [G20-G21],13,279
2021,Parkinson's disease [G20-G21],13,282
2022,Parkinson's disease [G20-G21],13,316
2018,Alzheimer's disease [G30],10,302
2019,Alzheimer's disease [G30],10,330
2020,Alzheimer's disease [G30],12,324
2021,Alzheimer's disease [G30],12,315
2022,Alzheimer's disease [G30],12,337
2018,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2,5489
2019,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2,5622
2020,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2,5735
2021,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2,6010
2022,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2,6277
2018,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",13,190
2019,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",12,228
2020,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",14,212
2021,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",14,253
2022,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",14,302
2018,Cerebrovascular diseases [I60-I69],5,1118
2019,Cerebrovascular diseases [I60-I69],5,1175
2020,Cerebrovascular diseases [I60-I69],5,1188
2021,Cerebrovascular diseases [I60-I69],5,1215
2022,Cerebrovascular diseases [I60-I69],5,1286
2018,Atherosclerosis [I70],20,97
2019,Atherosclerosis [I70],19,123
2020,Atherosclerosis [I70],21,124
2021,Atherosclerosis [I70],20,100
2022,Atherosclerosis [I70],21,96
2018,Aortic aneurysm and dissection [I71],16,156
2019,Aortic aneurysm and dissection [I71],18,138
2020,Aortic aneurysm and dissection [I71],20,131
2021,Aortic aneurysm and dissection [I71],18,146
2022,Aortic aneurysm and dissection [I71],19,136
2018,Influenza and pneumonia [J09-J18],8,573
2019,Influenza and pneumonia [J09-J18],8,534
2020,Influenza and pneumonia [J09-J18],10,513
2021,Influenza and pneumonia [J09-J18],11,341
2022,Influenza and pneumonia [J09-J18],9,554
2018,Acute bronchitis and bronchiolitis [J20-J21],37,3
2019,Acute bronchitis and bronchiolitis [J20-J21],37,1
2020,Acute bronchitis and bronchiolitis [J20-J21],42,0
2021,Acute bronchitis and bronchiolitis [J20-J21],40,1
2022,Acute bronchitis and bronchiolitis [J20-J21],39,2
2018,Chronic lower respiratory diseases [J40-J47],4,1228
2019,Chronic lower respiratory diseases [J40-J47],4,1258
2020,Chronic lower respiratory diseases [J40-J47],4,1286
2021,Chronic lower respiratory diseases [J40-J47],6,1171
2022,Chronic lower respiratory diseases [J40-J47],6,1284
2018,"Pneumoconioses and chemical effects [J60-J66, J68]",30,12
2019,"Pneumoconioses and chemical effects [J60-J66, J68]",28,13
2020,"Pneumoconioses and chemical effects [J60-J66, J68]",29,16
2021,"Pneumoconioses and chemical effects [J60-J66, J68]",31,12
2022,"Pneumoconioses and chemical effects [J60-J66, J68]",28,26
2018,Pneumonitis due to solids and liquids [J69],17,154
2019,Pneumonitis due to solids and liquids [J69],15,166
2020,Pneumonitis due to solids and liquids [J69],16,189
2021,Pneumonitis due to solids and liquids [J69],16,199
2022,Pneumonitis due to solids and liquids [J69],15,226
2018,Peptic ulcer [K25-K28],22,49
2019,Peptic ulcer [K25-K28],22,45
2020,Peptic ulcer [K25-K28],23,63
2021,Peptic ulcer [K25-K28],22,71
2022,Peptic ulcer [K25-K28],22,66
2018,Diseases of appendix [K35-K38],38,2
2019,Diseases of appendix [K35-K38],36,3
2020,Diseases of appendix [K35-K38],37,3
2021,Diseases of appendix [K35-K38],37,4
2022,Diseases of appendix [K35-K38],35,7
2018,Hernia [K40-K46],24,25
2019,Hernia [K40-K46],25,30
2020,Hernia [K40-K46],25,38
2021,Hernia [K40-K46],25,41
2022,Hernia [K40-K46],24,41
2018,"Chronic liver disease and cirrhosis [K70, K73-K74]",9,425
2019,"Chronic liver disease and cirrhosis [K70, K73-K74]",9,394
2020,"Chronic liver disease and cirrhosis [K70, K73-K74]",9,514
2021,"Chronic liver disease and cirrhosis [K70, K73-K74]",8,608
2022,"Chronic liver disease and cirrhosis [K70, K73-K74]",8,572
2018,Cholelithiasis and other disorders of gallbladder [K80-K82],24,25
2019,Cholelithiasis and other disorders of gallbladder [K80-K82],24,31
2020,Cholelithiasis and other disorders of gallbladder [K80-K82],26,32
2021,Cholelithiasis and other disorders of gallbladder [K80-K82],24,50
2022,Cholelithiasis and other disorders of gallbladder [K80-K82],25,38
2018,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",11,285
2019,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",11,320
2020,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",11,328
2021,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",10,354
2022,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",11,354
2018,"Infections of kidney [N10-N12, N13.6, N15.1]",32,10
2019,"Infections of kidney [N10-N12, N13.6, N15.1]",34,5
2020,"Infections of kidney [N10-N12, N13.6, N15.1]",35,8
2021,"Infections of kidney [N10-N12, N13.6, N15.1]",33,9
2022,"Infections of kidney [N10-N12, N13.6, N15.1]",34,13
2018,Hyperplasia of prostate [N40],29,13
2019,Hyperplasia of prostate [N40],32,8
2020,Hyperplasia of prostate [N40],31,14
2021,Hyperplasia of prostate [N40],30,15
2022,Hyperplasia of prostate [N40],32,14
2018,Inflammatory diseases of female pelvic organs [N70-N76],40,1
2019,Inflammatory diseases of female pelvic organs [N70-N76],37,1
2020,Inflammatory diseases of female pelvic organs [N70-N76],37,3
2021,Inflammatory diseases of female pelvic organs [N70-N76],37,4
2022,Inflammatory diseases of female pelvic organs [N70-N76],37,5
2018,"Pregnancy, childbirth and the puerperium [O00-O99]",36,4
2019,"Pregnancy, childbirth and the puerperium [O00-O99]",39,0
2020,"Pregnancy, childbirth and the puerperium [O00-O99]",40,1
2021,"Pregnancy, childbirth and the puerperium [O00-O99]",36,6
2022,"Pregnancy, childbirth and the puerperium [O00-O99]",37,5
2018,Certain conditions originating in the perinatal period [P00-P96],14,188
2019,Certain conditions originating in the perinatal period [P00-P96],16,148
2020,Certain conditions originating in the perinatal period [P00-P96],18,144
2021,Certain conditions originating in the perinatal period [P00-P96],19,145
2022,Certain conditions originating in the perinatal period [P00-P96],17,171
2018,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",17,154
2019,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",20,102
2020,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",19,135
2021,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",21,99
2022,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",20,132
2018,"COVID-19 [U07.1, U07.2, U10.9]",NA,NA
2019,"COVID-19 [U07.1, U07.2, U10.9]",NA,NA
2020,"COVID-19 [U07.1, U07.2, U10.9]",6,1123
2021,"COVID-19 [U07.1, U07.2, U10.9]",4,2034
2022,"COVID-19 [U07.1, U07.2, U10.9]",4,1562
2018,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",3,1930
2019,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",3,1733
2020,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",3,2193
2021,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",3,2717
2022,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",3,2342
2018,"Intentional self-harm (suicide) [X60-X84, Y87.0]",6,621
2019,"Intentional self-harm (suicide) [X60-X84, Y87.0]",6,602
2020,"Intentional self-harm (suicide) [X60-X84, Y87.0]",8,615
2021,"Intentional self-harm (suicide) [X60-X84, Y87.0]",9,588
2022,"Intentional self-harm (suicide) [X60-X84, Y87.0]",10,520
2018,"Assault (homicide) [X85-Y09, Y87.1]",21,69
2019,"Assault (homicide) [X85-Y09, Y87.1]",21,68
2020,"Assault (homicide) [X85-Y09, Y87.1]",22,78
2021,"Assault (homicide) [X85-Y09, Y87.1]",25,41
2022,"Assault (homicide) [X85-Y09, Y87.1]",29,25
2018,"Legal intervention [Y35, Y89.0]",32,10
2019,"Legal intervention [Y35, Y89.0]",35,4
2020,"Legal intervention [Y35, Y89.0]",36,6
2021,"Legal intervention [Y35, Y89.0]",39,3
2022,"Legal intervention [Y35, Y89.0]",41,0
2018,"Operations of war and their sequelae [Y36, Y89.1]",41,0
2019,"Operations of war and their sequelae [Y36, Y89.1]",39,0
2020,"Operations of war and their sequelae [Y36, Y89.1]",42,0
2021,"Operations of war and their sequelae [Y36, Y89.1]",43,0
2022,"Operations of war and their sequelae [Y36, Y89.1]",41,0
2018,"Complications of medical and surgical care [Y40-Y84, Y88]",27,20
2019,"Complications of medical and surgical care [Y40-Y84, Y88]",27,26
2020,"Complications of medical and surgical care [Y40-Y84, Y88]",27,30
2021,"Complications of medical and surgical care [Y40-Y84, Y88]",28,28
2022,"Complications of medical and surgical care [Y40-Y84, Y88]",26,32
2018,Other causes of death,NA,4953
2019,Other causes of death,NA,5031
2020,Other causes of death,NA,5600
2021,Other causes of death,NA,6058
2022,Other causes of death,NA,7376
2018,"Total, all causes of death [A00-Y89]",NA,38473
2019,"Total, all causes of death [A00-Y89]",NA,38561
2020,"Total, all causes of death [A00-Y89]",NA,41332
2021,"Total, all causes of death [A00-Y89]",NA,44587
2022,"Total, all causes of death [A00-Y89]",NA,45813
2018,Salmonella infections [A01-A02],42,0
2019,Salmonella infections [A01-A02],39,1
2020,Salmonella infections [A01-A02],37,3
2021,Salmonella infections [A01-A02],38,1
2022,Salmonella infections [A01-A02],41,1
2018,"Shigellosis and amoebiasis [A03, A06]",42,0
2019,"Shigellosis and amoebiasis [A03, A06]",43,0
2020,"Shigellosis and amoebiasis [A03, A06]",42,0
2021,"Shigellosis and amoebiasis [A03, A06]",41,0
2022,"Shigellosis and amoebiasis [A03, A06]",43,0
2018,Tuberculosis [A16-A19],31,16
2019,Tuberculosis [A16-A19],34,8
2020,Tuberculosis [A16-A19],33,10
2021,Tuberculosis [A16-A19],29,19
2022,Tuberculosis [A16-A19],31,16
2018,Whooping cough [A37],42,0
2019,Whooping cough [A37],43,0
2020,Whooping cough [A37],42,0
2021,Whooping cough [A37],41,0
2022,Whooping cough [A37],43,0
2018,"Scarlet fever and erysipelas [A38, A46]",42,0
2019,"Scarlet fever and erysipelas [A38, A46]",43,0
2020,"Scarlet fever and erysipelas [A38, A46]",42,0
2021,"Scarlet fever and erysipelas [A38, A46]",41,0
2022,"Scarlet fever and erysipelas [A38, A46]",43,0
2018,Meningococcal infection [A39],39,1
2019,Meningococcal infection [A39],37,2
2020,Meningococcal infection [A39],37,3
2021,Meningococcal infection [A39],41,0
2022,Meningococcal infection [A39],41,1
2018,Sepsis [A40-A41],17,140
2019,Sepsis [A40-A41],17,156
2020,Sepsis [A40-A41],18,182
2021,Sepsis [A40-A41],18,186
2022,Sepsis [A40-A41],18,197
2018,Syphilis [A50-A53],36,3
2019,Syphilis [A50-A53],39,1
2020,Syphilis [A50-A53],41,1
2021,Syphilis [A50-A53],41,0
2022,Syphilis [A50-A53],39,2
2018,Acute poliomyelitis [A80],42,0
2019,Acute poliomyelitis [A80],43,0
2020,Acute poliomyelitis [A80],42,0
2021,Acute poliomyelitis [A80],41,0
2022,Acute poliomyelitis [A80],43,0
2018,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",42,0
2019,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",43,0
2020,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",42,0
2021,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",41,0
2022,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",43,0
2018,Measles [B05],42,0
2019,Measles [B05],43,0
2020,Measles [B05],42,0
2021,Measles [B05],41,0
2022,Measles [B05],43,0
2018,Viral hepatitis [B15-B19],20,100
2019,Viral hepatitis [B15-B19],21,67
2020,Viral hepatitis [B15-B19],23,61
2021,Viral hepatitis [B15-B19],24,62
2022,Viral hepatitis [B15-B19],25,44
2018,Human immunodeficiency virus [HIV] disease [B20-B24],28,23
2019,Human immunodeficiency virus [HIV] disease [B20-B24],33,10
2020,Human immunodeficiency virus [HIV] disease [B20-B24],35,5
2021,Human immunodeficiency virus [HIV] disease [B20-B24],31,18
2022,Human immunodeficiency virus [HIV] disease [B20-B24],32,13
2018,Malaria [B50-B54],42,0
2019,Malaria [B50-B54],43,0
2020,Malaria [B50-B54],42,0
2021,Malaria [B50-B54],41,0
2022,Malaria [B50-B54],43,0
2018,Malignant neoplasms [C00-C97],1,10390
2019,Malignant neoplasms [C00-C97],1,10656
2020,Malignant neoplasms [C00-C97],1,10746
2021,Malignant neoplasms [C00-C97],1,11051
2022,Malignant neoplasms [C00-C97],1,11032
2018,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",15,195
2019,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",14,240
2020,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",16,223
2021,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",16,226
2022,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",14,255
2018,Anaemias [D50-D64],21,60
2019,Anaemias [D50-D64],23,56
2020,Anaemias [D50-D64],21,79
2021,Anaemias [D50-D64],23,71
2022,Anaemias [D50-D64],23,68
2018,Diabetes mellitus [E10-E14],6,1112
2019,Diabetes mellitus [E10-E14],6,1133
2020,Diabetes mellitus [E10-E14],5,1278
2021,Diabetes mellitus [E10-E14],7,1286
2022,Diabetes mellitus [E10-E14],7,1328
2018,Nutritional deficiencies [E40-E64],26,24
